clade_name	clade_taxid	ETV364_8_filtered.fastq_profiled_metagenome	ETV364_7_filtered.fastq_profiled_metagenome	ETV364_50_filtered.fastq_profiled_metagenome	ETV364_38_filtered.fastq_profiled_metagenome	ETV364_37_filtered.fastq_profiled_metagenome	ETV364_36_filtered.fastq_profiled_metagenome	ETV364_35_filtered.fastq_profiled_metagenome	ETV364_33_filtered.fastq_profiled_metagenome	ETV364_32_filtered.fastq_profiled_metagenome	ETV364_30_filtered.fastq_profiled_metagenome	ETV364_3_filtered.fastq_profiled_metagenome	ETV364_29_filtered.fastq_profiled_metagenome	ETV364_21_filtered.fastq_profiled_metagenome	ETV364_20_filtered.fastq_profiled_metagenome	ETV364_17_filtered.fastq_profiled_metagenome	ETV364_16_filtered.fastq_profiled_metagenome	ETV364_15_filtered.fastq_profiled_metagenome	ETV364_12_filtered.fastq_profiled_metagenome	ETV364_1_filtered.fastq_profiled_metagenome
k__Bacteria|p__Firmicutes|c__CFGB9622|o__OFGB9622	2|1239||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9622|o__OFGB9622|f__FGB9622	2|1239|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9622|o__OFGB9622|f__FGB9622|g__GGB45513	2|1239||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9622|o__OFGB9622|f__FGB9622|g__GGB45513|s__GGB45513_SGB63185	2|1239|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9622|o__OFGB9622|f__FGB9622|g__GGB45513|s__GGB45513_SGB63185|t__SGB63185	2|1239||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9633	2|1239|	0	0	0	32023	0	59107	0	9025	0	0	5435	12367	9501	78405	42612	0	16654	0	0
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633	2|1239||	0	0	0	32023	0	59107	0	9025	0	0	5435	12367	9501	78405	42612	0	16654	0	0
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633	2|1239|||	0	0	0	32023	0	59107	0	9025	0	0	5435	12367	9501	78405	42612	0	16654	0	0
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633|g__GGB28883	2|1239||||	0	0	0	32023	0	59107	0	9025	0	0	5435	12367	9501	78405	42612	0	16654	0	0
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633|g__GGB28883|s__GGB28883_SGB41564	2|1239|||||	0	0	0	32023	0	59107	0	9025	0	0	5435	12367	9501	78405	42612	0	16654	0	0
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633|g__GGB28883|s__GGB28883_SGB41564|t__SGB41564	2|1239||||||	0	0	0	32023	0	59107	0	9025	0	0	5435	12367	9501	78405	42612	0	16654	0	0
k__Bacteria|p__Firmicutes|c__CFGB9644	2|1239|	2975	7625	3649	4769	10940	0	1698	0	8627	5223	0	3057	5519	0	1339	6773	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644	2|1239||	2975	7625	3649	4769	10940	0	1698	0	8627	5223	0	3057	5519	0	1339	6773	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644	2|1239|||	2975	7625	3649	4769	10940	0	1698	0	8627	5223	0	3057	5519	0	1339	6773	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28908|s__GGB28908_SGB41656	2|1239|||||	2975	7625	3649	4769	10940	0	1698	1965	8627	5223	0	3057	5519	0	1339	6773	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28908|s__GGB28908_SGB41656|t__SGB41656	2|1239||||||	2975	7625	3649	4769	10940	0	1698	1965	8627	5223	0	3057	5519	0	1339	6773	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9827	2|1239|	22149	10256	6157	8646	14788	28120	20147	28028	21767	0	39941	46768	32700	17983	10053	14380	26453	26174	6997
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827	2|1239||	22149	10256	6157	8646	14788	28120	20147	28028	21767	0	39941	46768	32700	17983	10053	14380	26453	26174	6997
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827	2|1239|||	22149	10256	6157	8646	14788	28120	20147	28028	21767	0	39941	46768	32700	17983	10053	14380	26453	26174	6997
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29531	2|1239||||	22149	10256	6157	8646	14788	28120	20147	28028	21767	0	39941	46768	32700	17983	10053	14380	26453	26174	6997
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29531|s__GGB29531_SGB42317	2|1239|||||	22149	10256	6157	8646	14788	28120	20147	28028	21767	0	39941	46768	32700	17983	10053	14380	26453	26174	6997
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29531|s__GGB29531_SGB42317|t__SGB42317	2|1239||||||	22149	10256	6157	8646	14788	28120	20147	28028	21767	0	39941	46768	32700	17983	10053	14380	26453	26174	6997
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	8663495	9440319	11422544	15799307	7411351	12582583	12542926	7708489	12161715	17739216	10033176	11945883	6119147	12347276	10590267	11867338	11588529	11507556	10963517
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	5112	15648	2756	501	0	1260	9452	480	8903	84330	3549	3902	841	1262	0	11918	988	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	2|1239|186801||	5112	15648	2756	501	0	1260	9452	480	8903	84330	3549	3902	841	1262	0	11918	988	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metalachnospira	2|1239|186801|||2721107	5112	15648	2756	501	0	1260	9452	480	7031	30630	3549	3518	841	1262	0	11918	227	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metalachnospira|s__Candidatus_Metalachnospira_SGB63370	2|1239|186801|||2721107|	5112	15648	2756	501	0	1260	9452	480	7031	30630	3549	3518	841	1262	0	11918	227	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metalachnospira|s__Candidatus_Metalachnospira_SGB63370|t__SGB63370	2|1239|186801|||2721107||	5112	15648	2756	501	0	1260	9452	480	7031	30630	3549	3518	841	1262	0	11918	227	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28934	2|1239|186801|||	0	0	0	0	0	0	0	0	1872	53700	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28934|s__GGB28934_SGB41635	2|1239|186801||||	0	0	0	0	0	0	0	0	1872	53700	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28934|s__GGB28934_SGB41635|t__SGB41635	2|1239|186801|||||	0	0	0	0	0	0	0	0	1872	53700	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB75314	2|1239|186801|||	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	761	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB75314|s__GGB75314_SGB102498	2|1239|186801||||	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	761	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB75314|s__GGB75314_SGB102498|t__SGB102498	2|1239|186801|||||	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	761	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	271994	72472	181251	780999	0	105808	490735	454454	360625	149414	183868	419114	168087	293420	0	185647	245056	433430	105622
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	2|1239|186801|186802|186804	271994	72472	181251	780999	0	105808	490735	454454	360625	149414	183868	419114	168087	293420	0	185647	245056	433430	105622
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia	2|1239|186801|186802|186804|1501226	271994	72472	181251	780999	0	105808	490735	454454	360625	149414	183868	419114	168087	293420	0	185647	245056	433430	105622
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis	2|1239|186801|186802|186804|1501226|1115758	271994	72472	181251	780999	0	105808	490735	454454	360625	149414	183868	419114	168087	293420	0	185647	245056	433430	105622
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis|t__SGB24891	2|1239|186801|186802|186804|1501226|1115758|	271994	72472	181251	780999	0	105808	490735	454454	360625	149414	183868	419114	168087	293420	0	185647	245056	433430	105622
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	8386389	9352199	11238537	15017807	7411351	12475515	12042739	7253555	11792187	17505472	9845759	11522867	5950219	12052594	10590267	11669773	11342485	11074126	10857895
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae	2|1239|186801|186802|990719	10668	340377	208023	174271	82795	53219	144034	9799	273820	359044	20024	33958	27417	51267	157645	860573	50221	225432	231384
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB30455	2|1239|186801|186802|990719|	10668	340377	208023	174271	82795	53219	144034	9799	273820	359044	20024	33958	27417	51267	157645	860573	50221	225432	231384
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB30455|s__GGB30455_SGB43519	2|1239|186801|186802|990719||	10668	340377	208023	174271	82795	53219	144034	9799	273820	359044	20024	33958	27417	51267	157645	860573	50221	225432	231384
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB30455|s__GGB30455_SGB43519|t__SGB43519	2|1239|186801|186802|990719|||	10668	340377	208023	174271	82795	53219	144034	9799	273820	359044	20024	33958	27417	51267	157645	860573	50221	225432	231384
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	2|1239|186801|186802|31979	147001	176943	152549	1568125	27578	284166	265690	464884	249835	234208	387614	381180	197296	344552	73342	117233	591376	80414	126058
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified	2|1239|186801|186802|31979|	79955	121556	93654	213347	27578	233231	15431	107274	75174	196481	289869	240226	154580	259824	50168	117233	479053	29216	126058
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium	2|1239|186801|186802|31979||1898204	79955	121556	93654	213347	27578	233231	15431	107274	75174	196481	289869	240226	154580	259824	50168	117233	479053	29216	126058
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB41644	2|1239|186801|186802|31979||1898204|	79955	121556	93654	213347	27578	233231	15431	90636	75174	196481	289869	188084	131983	259824	50168	117233	479053	29216	126058
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB41675	2|1239|186801|186802|31979||1898204|	0	0	0	0	0	0	0	16638	0	0	0	52142	22597	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium	2|1239|186801|186802|31979|1485	49966	55387	57836	1342999	0	21925	250016	351902	174661	30334	70204	124913	37070	249	0	0	53345	51198	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB65123	2|1239|186801|186802|31979|1485|	49966	55387	57836	1342999	0	21925	250016	351902	174661	30334	70204	124913	37070	249	0	0	53345	51198	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB65123|t__SGB65123	2|1239|186801|186802|31979|1485||	49966	55387	57836	1342999	0	21925	250016	351902	174661	30334	70204	124913	37070	249	0	0	53345	51198	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum	2|1239|186801|186802|31979|1485|1492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum|t__SGB4037	2|1239|186801|186802|31979|1485|1492|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_culturomicium	2|1239|186801|186802|31979|1485|1499683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_culturomicium|t__SGB6231	2|1239|186801|186802|31979|1485|1499683|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28846	2|1239|186801|186802|31979|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28846|s__GGB28846_SGB41513	2|1239|186801|186802|31979||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28846|s__GGB28846_SGB41513|t__SGB41513	2|1239|186801|186802|31979|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB30145	2|1239|186801|186802|31979|	17080	0	0	11779	0	29010	0	5708	0	0	27541	16041	5646	84479	23174	0	58978	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB30145|s__GGB30145_SGB43072	2|1239|186801|186802|31979||	17080	0	0	11779	0	29010	0	5708	0	0	27541	16041	5646	84479	23174	0	58978	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB30145|s__GGB30145_SGB43072|t__SGB43072	2|1239|186801|186802|31979|||	17080	0	0	11779	0	29010	0	5708	0	0	27541	16041	5646	84479	23174	0	58978	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB75085	2|1239|186801|186802|31979|	0	0	1059	0	0	0	243	0	0	7393	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB75085|s__GGB75085_SGB102286	2|1239|186801|186802|31979||	0	0	1059	0	0	0	243	0	0	7393	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB75085|s__GGB75085_SGB102286|t__SGB102286	2|1239|186801|186802|31979|||	0	0	1059	0	0	0	243	0	0	7393	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB24132	2|1239|186801|186802|186806|	0	0	0	0	0	0	140643	268687	166843	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB24132|s__GGB24132_SGB35935	2|1239|186801|186802|186806||	0	0	0	0	0	0	140643	268687	166843	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB24132|s__GGB24132_SGB35935|t__SGB35935	2|1239|186801|186802|186806|||	0	0	0	0	0	0	140643	268687	166843	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28632	2|1239|186801|186802|186806|	34998	11971	0	125651	0	129967	0	57964	4868	9316	334484	177647	73868	90103	339082	1046	268196	159	4183
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28632|s__GGB28632_SGB41253	2|1239|186801|186802|186806||	34998	11971	0	125651	0	129967	0	57964	4868	9316	334484	177647	73868	90103	339082	1046	268196	159	4183
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28632|s__GGB28632_SGB41253|t__SGB41253	2|1239|186801|186802|186806|||	34998	11971	0	125651	0	129967	0	57964	4868	9316	334484	177647	73868	90103	339082	1046	268196	159	4183
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB80168	2|1239|186801|186802|186806|	0	0	176142	758969	97661	0	25419	53796	99739	89779	69491	28229	149967	78736	127796	0	81240	243957	83831
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB80168|s__GGB80168_SGB43527	2|1239|186801|186802|186806||	0	0	176142	758969	97661	0	25419	53796	99739	89779	69491	28229	149967	78736	127796	0	81240	243957	83831
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB80168|s__GGB80168_SGB43527|t__SGB43527	2|1239|186801|186802|186806|||	0	0	176142	758969	97661	0	25419	53796	99739	89779	69491	28229	149967	78736	127796	0	81240	243957	83831
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis	2|1239|186801|186802|543314	56898	37546	23842	157008	17973	64999	33671	21551	43907	79362	28306	80377	6922	27128	0	61458	6911	25579	9733
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Emergencia|s__Emergencia_sp_1XD21_10	2|1239|186801|186802|543314|1926556|2304569	56898	37546	23842	157008	17973	64999	33671	21551	43907	79362	28306	80377	6922	27128	0	61458	6911	25579	9733
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Emergencia|s__Emergencia_sp_1XD21_10|t__SGB41482	2|1239|186801|186802|543314|1926556|2304569|	56898	37546	23842	157008	17973	64999	33671	21551	43907	79362	28306	80377	6922	27128	0	61458	6911	25579	9733
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified	2|1239|186801|186802|	5347	36847	25299	51655	5888	20717	31558	13363	22388	39235	32000	13387	549	9580	1831	31026	12294	37912	22388
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified	2|1239|186801|186802||	5347	36847	25299	51655	5888	20717	31558	13363	22388	39235	32000	13387	549	9580	1831	31026	12294	37912	22388
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium	2|1239|186801|186802|||1898207	5347	36847	25299	51655	5888	20717	31558	13363	22388	39235	32000	13387	549	9580	1831	31026	12294	37912	22388
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium|t__SGB59899	2|1239|186801|186802|||1898207|	5347	35534	18496	51655	5544	19410	25875	13363	21278	38047	32000	13387	0	5038	1831	27421	12294	34861	20737
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium|t__SGB82506	2|1239|186801|186802|||1898207|	0	1313	6803	0	344	1307	5683	0	1110	1188	0	0	549	4542	0	3605	0	3051	1651
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	2|1239|186801|186802|186803	4897442	6171505	7878602	8191772	4815678	8741786	7363434	3147661	7735899	14737810	7169239	6579290	2837916	7119165	5249787	5939285	5937098	8060436	7818603
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor	2|1239|186801|186802|186803|1427378	450	16614	25816	1960	17520	4965	30873	933	32283	44792	16022	4239	1020	3157	15425	33108	5221	17530	26371
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_muris	2|1239|186801|186802|186803|1427378|879566	450	16614	25816	1960	17520	4965	30873	933	32283	44792	16022	4239	1020	3157	15425	33108	5221	17530	26371
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_muris|t__SGB7273	2|1239|186801|186802|186803|1427378|879566|	450	16614	25816	1960	17520	4965	30873	933	32283	44792	16022	4239	1020	3157	15425	33108	5221	17530	26371
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea	2|1239|186801|186802|186803|189330	15893	38003	139556	22144	117014	11600	143652	14786	162640	60604	0	13376	6766	51671	4446	154360	42270	266027	65754
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_5_2	2|1239|186801|186802|186803|189330|1235798	15893	38003	139556	22144	117014	11600	143652	14786	162640	60604	0	13376	6766	51671	4446	154360	42270	266027	65754
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_5_2|t__SGB7275	2|1239|186801|186802|186803|189330|1235798|	15893	38003	139556	22144	117014	11600	143652	14786	162640	60604	0	13376	6766	51671	4446	154360	42270	266027	65754
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28763	2|1239|186801|186802|186803|	303073	184653	91082	461911	28817	390982	208791	330456	209004	12323	829191	55041	117588	489874	335471	357764	938551	0	228479
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28763|s__GGB28763_SGB41411	2|1239|186801|186802|186803||	303073	184653	91082	461911	28817	390982	208791	330456	209004	12323	829191	55041	117588	489874	335471	357764	938551	0	228479
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28763|s__GGB28763_SGB41411|t__SGB41411	2|1239|186801|186802|186803|||	303073	184653	91082	461911	28817	390982	208791	330456	209004	12323	829191	55041	117588	489874	335471	357764	938551	0	228479
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28766	2|1239|186801|186802|186803|	125524	101400	9588	48151	111862	80486	40786	190921	74442	48086	53119	57721	104990	45626	109275	26922	59482	92244	40971
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28766|s__GGB28766_SGB41416	2|1239|186801|186802|186803||	125524	101400	9588	48151	111862	80486	40786	190921	74442	48086	53119	57721	104990	45626	109275	26922	59482	92244	40971
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28766|s__GGB28766_SGB41416|t__SGB41416	2|1239|186801|186802|186803|||	125524	101400	9588	48151	111862	80486	40786	190921	74442	48086	53119	57721	104990	45626	109275	26922	59482	92244	40971
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28769	2|1239|186801|186802|186803|	12229	0	1034	17533	0	15414	8980	4539	39353	3642	12184	16973	0	9146	20755	62837	118731	215	725
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28769|s__GGB28769_SGB41421	2|1239|186801|186802|186803||	0	0	0	0	0	0	0	4325	0	0	3235	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28769|s__GGB28769_SGB41421|t__SGB41421	2|1239|186801|186802|186803|||	0	0	0	0	0	0	0	4325	0	0	3235	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28769|s__GGB28769_SGB94868	2|1239|186801|186802|186803||	12229	0	1034	17533	0	15414	8980	214	39353	3642	8949	16973	0	9146	20755	62837	118731	215	725
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28769|s__GGB28769_SGB94868|t__SGB94868	2|1239|186801|186802|186803|||	12229	0	1034	17533	0	15414	8980	214	39353	3642	8949	16973	0	9146	20755	62837	118731	215	725
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28775	2|1239|186801|186802|186803|	0	255730	28014	0	80146	0	716525	0	139527	45314	0	0	0	0	0	0	0	9658	48437
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28775|s__GGB28775_SGB41428	2|1239|186801|186802|186803||	0	255730	28014	0	80146	0	716525	0	139527	45314	0	0	0	0	0	0	0	9658	48437
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28775|s__GGB28775_SGB41428|t__SGB41428	2|1239|186801|186802|186803|||	0	255730	28014	0	80146	0	716525	0	139527	45314	0	0	0	0	0	0	0	9658	48437
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28798	2|1239|186801|186802|186803|	0	0	0	0	200277	0	0	0	0	0	0	0	0	0	0	295480	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28798|s__GGB28798_SGB41451	2|1239|186801|186802|186803||	0	0	0	0	200277	0	0	0	0	0	0	0	0	0	0	295480	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28798|s__GGB28798_SGB41451|t__SGB41451	2|1239|186801|186802|186803|||	0	0	0	0	200277	0	0	0	0	0	0	0	0	0	0	295480	0	0	0
